7	8.771329
10	12.268532
17	17.429315
15	16.397331
29	24.834644
22	24.440877
23.5	20.681499
18	18.17323
27.5	23.735725
17.5	20.835903
17	24.096016
16.5	25.309329
14	22.260056
10	17.001393
10	18.605155
12	17.435514
11	16.380264
8	12.202165
2.5	5.21152
2	4.027277
3	5.963659
4	7.036407
3	4.420458
2	3.154502
1.5	3.854602
3	5.412671
7	8.30192
7	7.874979
10	9.503288
7	8.856336
7.5	10.409689
7.5	10.616542
10	12.334044
11	12.476522
11.5	13.372159
8	10.473092
12.5	12.973257
28	24.837376
35	24.809111
35	25.22872
18	21.045536
2.5	5.647333
4	6.146275
4	6.029197
5.5	8.903729
7	10.751173
17.5	14.828119
26	19.671621
20	11.581902
14	3.390661
5	2.313199
1	1.408429
12	11.354548
30	20.399003
25	18.032373
6	6.377574
9	6.300229
10.5	6.255962
15	10.741375
17	13.880717
12	7.198963
11	7.647514
12	9.373731
19	13.6742
19	15.180788
13	15.401192
13	11.759827
11	14.668977
7	9.12241
9	8.115191
8.5	8.641848
6.5	7.702848
